Paragraph,Labels
Paragraph ,Ans Types
"Generally exercise a lot of caution when dealing with electric current. We are told not to touch current wires, particularly with wet hands. We are told not to stand under a tree when it is raining and there are thunderstorms. These are because of electric current and its properties. In this chapter, let us study about the 'Chemical Effects of Electric Currents'",Reasoning
"Conductors and Insulators

The materials which conduct electricity are called good conductors of electricity. Eg: Iron, copper, aluminum, iron, human body etc
The materials which don't conduct electricity at all are bad conductors of electricity. Eg: plastic, glass, rubber.
There are also some materials which conduct electricity under specific conductions. They are not completely bad conductors. Eg: Tungsten filament in a bulb.","Types, Definition, Example"
"Tester 1: Conventional Electric Tester:

Construction of a Conventional Electric Tester   

Take a cell.
Tie an electric wire to the any one side of the battery and leave it open
Tie an electric wire to the another side of the battery and connect it to a electric bulb.
Tie another electric wire to the other terminal of the electric bulb and leave it open.
The two open ends when connected would allow current to pass through it and hence the bulb would glow.  This traditional electric tester cannot detect weak currents. So, we can use an LED bulb to detect a weak current.",Reasoning
"Tester 2: LED Tester :
The LED has 2 wires , called Leads attached to an LED
One LED is slightly longer than the other. The longer lead is connected to the positive terminal of the battery and the shorter lead is connected to the negative terminal of the battery as shown in the figure
This LED tester can detect weak currents
",Reasoning
"Tester 3: Tester Using Magnetic Compass
Take a small magnetic compass needle and place it inside a small cardboard box.
Wrap an electric wire a few times around the small cardboard box.
Connect the free end of the electric wire to any one terminal of a battery.
Leave the other end open.
Tie another piece of electric wire to the other terminal of the battery.
When the two open ends are connected momentarily, the magnetic compass needle would deflect. This is the magnetic effect of electric current. This can also detect weak currents.

",Efffects
"The free ends of 'Tester Using Magnetic Compass' is dipped in a beaker containing the solution under test. If the solution is a good conductor of electricity, the magnetic needle deflects. If the solution is a bad conductor of electricity, the magnetic needle does not deflect. (Alternately, we could use the LED tester too)",Effects
"Note the following:

For any solution to conduct, you need ions or free electrons.
Pure water does not conduct electricity, but naturally occurring water (rain water, tap water etc) contain salts (ions) dissolved in it and this makes it a good conductor of electricity
Soda compounds (a common name for chemicals mostly containing sodium) contain ions when dissolved in water and ions help conduct electricity.
Milk is a good conductor of electricity because it contains water and lactic acids and other salts.
Honey is a solution of sugars. So, it does not conduct because it does not have ions or charged particles.","Property, Reasoning"
"Experiment

Take 2 carbon rods from two discarded cells. (These 2 rods are called as electrodes.)
Clean their metal caps. Wipe them dry.
Tie copper wires around the metal caps of the carbon rods.
Join the ends of the copper wires to a battery as shown
Take a solution which is a good conductor of electricity (tap water, lemon juice) Immerse the rods in the solution such that the metal caps are outside the water.
Now the circuit is complete. Wait for about 5 minutes.
Observation

Bubbles are observed near the electrodes when current passes through them.
Analysis

The above changes are seen due to the Chemical Effects of Electric Current. The passage of electric current through a conduction solution causes one or any of the following reactions depending on the solution and electrode  used

Bubbles of gas are seen on the electrodes.
Metal deposits can be seen on the electrodes
The solution could change colors",Effects
"We have seen many times wherein artificial jewellery is shining when it is new and after sometime it begins to lose its shine. Same case with bicycle handle bars, nuts, bolts etc. This is because these metals are coated with another metal to give it their lustrous appearance and still keep it cost effective.

",Causes
"Experiment

Take distilled water in a beaker and dissolve some copper sulphate in it. Add a few drops of dilute sulphuric acid to it to make it more conducting.
Take 2 clean copper plates. (Clean it with sandpaper, then rinse them with water and dry them)
Connect the copper plates to the terminals of the battery.
Immerse them in the copper sulphate solution.
Allow the current to pass through the circuit for 15 minutes.
Remove the electrodes and observe them.
Observation

The plate connected to the positive terminal looks corroded.
The plate connected to the negative terminal has a thin layer of metal on its surface.
Analysis

The above changes are seen due to the Chemical Effects of Electric Current.

When electric current passes through the copper sulphate solution, the copper sulphate dissociates into copper and sulphate.
The free copper gets attracted towards the negative terminal and is deposited on the plate connected to the negative terminal.
The copper present in the copper plate which is connected to the positive terminal gets dissolved in the copper sulphate solution, thus replacing the loss of copper from the solution.
And this process continues.
This process is called Electroplating",Reasoning
"Applications of Electroplating

Artificial jewelry, usually made of less expensive metals is often plated with a thin layer of a precious metal like gold and silver to make it more lustrous, appealing but cheaper.

Many industrial applications use electroplating to create a protective barrier on a metal substrate. The protective barrier in this case prevents tarnishing and gives a glossy appearance. Eg: Chromium plating is done on car spare parts, taps, wheel rims etc. Chromium is very expensive and the whole part cannot be made of chromium. So, it is coated with chromium to give it a shiny appearance.

Tinning (electroplating of tin) is a very cost-effective electroplating solution. Tin is relatively cheaper  and is used for electroplating electronic components, hardware products, fasteners, screws, nuts, bolts and food cans. If food is stored in iron cans, it would tend to get spoilt over a period of time. But, when iron is electroplated with tin, it prevents the food from getting spoilt. Tinning offers resistance against corrosion

Zinc electroplating offers excellent adhesion and resistance to corrosion. So, it is used to electroplate automobile parts and body, transmission components, defense carriers and tanks.
","Effects, Examples"
Paragraph ,Ans Types
Materials through which electric current can pass through easily are called conductors of electricity. Electrical conductivity is a measure of the ability of a substance to allow the flow of an electric current. Among solids metals and graphite are good conductors of electricity which have high electrical conductivity. Some liquids are also good conductors.,"Definition, Examples"
"Pure water or distilled water is a poor conductor of electricity. But the presence of even small amount of impurities(salts and minerals) makes water a good conductor as it contains ions through which conduction takes place. Hence water from taps, wells, ponds, rivers, seas, lakes, etc. conduct electricity as they contain impurities.

",Property
"Most liquids that conduct electricity are solutions of acids, bases and salts. When electricity is passed through a conducting solution, the molecules of the solution dissociate into ions. Ions are atoms or group of atoms with a positive or a negative charge. These ions cause electrical conduction through the liquid. A liquid That conducts electricity due to the presence of ions is called an electrolyte.","Definition, Property"
"Electrolysis:

The process of decomposition of a chemical compound in a solution when an electric current passes through it is called electrolysis. This process is due to the chemical effect of electric current.",Definition
"Two electrodes are inserted in the solution and are connected to the terminals of a battery with a switch in between. This arrangement is called an electrolytic cell. The electrode that is connected to the positive terminal of the battery is called the anode, and the other connected to the negative terminal is called the cathode.","Types, Definition"
Electrolysis is used in refining and extraction of metals from impure samples. This process is called electrorefining. It is also useful in coating one metal with another. This process is called electroplating.,Definition
"The passage of an electric current through a conducting solution causes chemical reactions. This is known as the chemical effect of electric current. Some of the chemical effects of electric current are the following:
•  Formation of bubbles of a gas on the electrodes
•  Deposition of metal on electrodes
•  Change in colour of solutions","Definition, Effects"
"Electroplating:The process of depositing a layer of any desired metal on another material
by means of electricity is called electroplating.",Definition
The object to be electroplated is made the cathode (negative electrode) by connecting it to the negative terminal of the battery. The metal which has to be deposited is made the anode (positive electrode) by connecting it to the positive terminal of the battery. The electrolyte is usually a salt solution of the metal to be coated.,Property
"Application of Electroplating:

(i)  Metals that rust are often coated with other metals to prevent rusting.
(ii) Chromium plating is found on bath taps, car bumpers, etc. to give a bright attractive appearance and resist scratches and wear.
(iii)  Silver plating is done on cutlery and jewellery items.
(iv) Tin cans, used for storing food, are made by electroplating tin onto iron. Tin is less reactive than iron. Thus, food does not come into contact with iron and is protected from getting spoilt.","Effects,Examples"
Paragraph ,Ans Types
"Good Conductors: Electric current can easily pass through some materials. Such materials are called good conductors of electricity, e.g. iron, copper, silver, aluminium, gold, etc.","Definition, Examples"
"Bad Conductors: Electric current cannot pass easily through some materials. Such materials are called bad conductors of electricity, e.g. rubber, wood, asbestos, plastic, etc.","Definition, Examples"
LED: It is the abbreviated form of Light Emitting Diode. An LED is enclosed in a glass housing; with two wires (called lead) coming out). One lead is slightly longer than another. An LED can glow even in the presence of weak current.,Definition
"Heating Effect of Electric Current: When electric current passes through a conductor, it increases the temperature of the conductor. This is called heating effect of electric current. Many electrical appliances work on heating effect of electric current, e.g. electric bulb, water heater, electric iron, etc.","Definition, Examples"
"Magnetic Effect of Electric Current: When electric current passes through a conductor, a magnetic field is created around the conductor. This is called magnetic effect of electric current. This can be demonstrated by keeping a magnetic compass near a current-carrying conductor. A magnetic compass shows deflection when it is placed near a current carrying conductor. The devices which work on magnetic effect of electric current are: electric motor and electromagnet.","Definition, Examples"
"Liquids which are good conductors: Some liquids too can conduct electricity, e.g. tap water, lemon juice, vinegar, salt solution, etc. Most of the liquids which conduct electricity are solutions of acid, base or salt.","Property, Examples"
"Liquids which are bad conductors: Some liquids are bad conductors of electricity, e.g. distilled water, honey, milk, vegetable oil, etc.

","Property, Examples"
"Tap water conducts electricity because it contains various salts dissolved in it. Hence, it is advised not to touch an electric switch with wet hands",Property
"When electric current is passed through a conducing solution, some chemical reaction takes place in the solution. This is called chemical effect of electric current. Some of the chemical effects of electric current are as follows:

Bubbles of gas may be formed at electrodes.
Deposits of metal may be seen on electrodes.
Change of colour of solution may occur.
",Effects
"Electroplating
The process of depositing a layer of a desired metal on any other material by means of electrochemistry is called electroplating. Following steps are followed in electroplating:

The material which needs to be coated with a layer is made the negative electrode (cathode).
The plate of desired metal is made the positive electrode (anode).
The conducting solution is made of a salt of desired metal.
Electric current is passed through the solution.
The desired metal dissociates from the plate (anode) and gets deposited on the material at negative electrode (cathode).",Definition
"Some Uses of Electroplating:
Imitation jewelry is made by applying a layer of gold or silver.
Applying a layer of chromium on an article by this method is called chrome plating. Parts of bicycle, motorbike and sanitary fittings are chrome plated by this method.
Tin cans are made by electroplating tin on iron.
Applying a layer of zinc on an article is called anodizing. Electric poles and beams on bridges are electroplated with zinc.
Chrome plating and anodizing helps in preventing from corrosion.",Effects
Problem of Electroplating: Electroplating results in production of many harmful chemicals. Disposal of these chemicals is a big problem.,Effects
Paragraph ,Ans Types
"Some liquids are good conductors of electricity and some are poor conductors of electricity.
",Property
A conducting solution is a liquid which allows electric current to pass through it. The passage of electric current through a conducting solution leads to chemical changes.,"Property, Effects"
These chemical changes may be gas bubbles forming on the electrodes or metals deposit on the electrodes. The solution may change its colour.,Effects
"ELECTROPLATING
Depositing a layer of one metal on another metals using electricity is called electroplating.",Definition
"For example: To prevent iron from rusting, it is coated with a layer of copper. For this a solution of copper sulphate is made. The iron to be plated is made is negative terminal and a copper rod is made the positive terminal. When electric current is passed through the solution, the copper sulphate dissociates into copper and sulphate. The copper moves to the negative terminal i.e. the iron and gets deposited on the iron. The copper is restored in the solution from the positive electrode.",Examples
"Uses of electroplating:
To plate gold and silver on less expensive metals.
To protect iron from corrosion.
",Effects
Paragraph ,Ans Types
"Lightning: Lightning is an electric spark, but on a huge scale. Lightning is caused by the accumulation of charges in the cloy s.",Definition
Some objects can be charged by rubbing with other objets.,Property
The electrical charge produced by rubbing is called static charge.,Definition
"There are two ]rinds of charges-positive charge and negative charge.
It i a car vention to call the charge acquired by a glass rod when it is rubbed with silk as positive.  
The other kind of charge is said to be negative.",Types
"Charges of the same kind repel each other-, while charges of different kind attract each other.",Property
"When charges move, they constitute an electric current.",Property
"Electroscope; It is a device that can be used to test whether an object is carrying charge or not.
Electroscope consists of closely placed two metallic (aluminium) foils or strips.
When both the strips are charged with similar charges, they repel each other and become wide on.","Definition, Property"
 Electrical charge can be transferred from a charged object to another through a metal conductor.,Property
"Discharged: When a body loses charge to the earth or any other body, it is said to he disch.acrged.",Definition
Earthing: The process oftransfemng of charge from a charged object to the earth is known as earthing.,Definition
"  The story of Lightning:      — Lightning occurs due to r'birtg.      — During a thunderstorm, the air currents move upwards while the water droplets move downward.      This vigorous movements cause separation of charges. This leads to the positive charges collect near the upper edges of the clouds and the negative charge to accumulate near lower edges of the clouds.      — There is an accumulation of positive charges near the ground also.      — Negative and positive charges meet, producing streaks of bright light and sound. We see streaks as lightning. The process is known as electric discharge. ne process of electric discharge between different clouds or between clouds and the earth causes lightning.",Reasoning
Lightning strike could destroy life and property. So it is necessary to take measures to protect ourselves.,Effects
"  Lightning conductors: It is a device used to protect buildings from the effects of lightning.      Lightning conductor consists of      — a metallic rod, taller than the building.      — a portion of the metal rod remains in air at the top of the building.      — a major portion of the metal rod/wire installed in the walls during its construction.      — the other end of the rod is connected to a copper plate placed deep into the soil.      — the rod provides easy route for the transfer of electric charge to the ground without harming the building.","Definition, Property"
"Earthquakes: Are earthquake is a sudden shaking or trembling of the earth which lasts for a very short time. Earthquakes can cause immense damage to buildings, dams, etc. They may also cause floods, land slides, tsunamis and loss of life.      It is caused by a disturbance deep inside the earth's crust. The outer layer of the earth is fragmented.      Each fragment is called a plate.      Earth's plates are in continualen these plates brush ptone another or undergo collision, causes earthquakes.","Definition, Effects, Causes"
Seismic or fault zones: Thie boundaries of the earth's plate are the weak zones where earthquakes are more likely to occur. These weak zones are called as seismic or fault zones.,Definition
"  Seismic or fault zones of India: In India, the most of the threatened areas are:      — Kashmir      — Western and central Himalalyes      — The whole of North-East      — Rann of Kutch and the Indo-Gangetic Plane.      — Some areas of south India.",Examples
"The power of an earthquake is expressed in terms of a magnitude on a scale, known as the Richter Seale.      Destructive earthquakes have magnitudes higher than 7 on Richter Scale.",Definition
The tremors caused by the earthquake produce waves on the surface of the earth.      These waves are callled seismic waves.,Definition
Seismograph: It is an instrument to record seismic waves.,Definition
"Richter scale is not linear. This means that an earthquake of magnitude 6 does not have one and a half times the destructive energy of an earthquake of magnitude 4. Actually, an increase of 2 in magnitude means 1000 times more destructive energy.",Property
"Protection Against Earthquakes Earthquakes cannot be predicted. So, the buildings in fault zones/seismic zones should be designed so that they can withstand major tremors.",Reasoning
"Take the following steps to protect yourselves in the event of the earthquake:      — If you are at home      — Hide under a table till the shaking stops.      — Do not stand or sit near tall and heavy objects.      — If you are in bed, do not get up. Protect your head with a pillow,      — If you are at outdoor      — Drop down away from buildings, trees and overhead power lines.      — If you are in a bus, a car or any other covered vehicle, do not come out till the tremors stop. Ask the driver to drive slowly to a safe place.",Reasoning
Paragraph ,Ans Types
"Some Natural Phenomena:
Some natural Phenomena are winds, storms and cyclones. These are destructive phenomena. Here we will discuss two other destructive natural phenomena lightning and earthquakes.",Definition
"Electrically Neutral State of Matter:
(i) Most of the substances are electrically neutral state. According to basics of atomic structure, an atom is made up of electrons, protons and neutrons. An electron has a negative charge, a proton has a positive charge and there is no charge on a neutron.
(ii) In an atom, the number of electrons is equal to the number of protons. The equal numbers of negative and positive charges balance each other. Most of the matters are electrically neutral state due to this reason.",Property
"Charging by rubbing:
(i) When two objects are rubbed with each other, electrons may get transferred from one object to another. If an object loses some electron, this object becomes positively charged. If an object gains electrons, this object becomes negatively charged. The transfer of charges is responsible for static electricity in various objects. Static electricity is the main reason of lightning.
(ii) Examples: (i) When a plastic comb is rubbed with dry hair, it acquires a small charge. (ii) When a plastic refill is rubbed with polythene, it acquires a small electric charge. (iii) When we rub a plastic scale on your dry hair, the scale can attract very small pieces of paper.","Property, Examples"
"Activity (A):
(i) Two Inflated balloons hang them in such a way that they do not touch each other. Rub both the balloons with a woollen cloth and release them.
(ii) We repeat this activity with the used pen refills. Rub one refill with polythene and place it carefully in a glass tumbler. Rub the other refill also with polythene. Bring it close to the charged refill. We should not touch the charged end with your hand.
In both activities, we have brought close together the charged objects that were made of the same material and rubbed same 
(iii) Observation:
Both the balloons repel each other. A charged refill repels other charged 
(iv) Conclusion:
The charges of the same kind repel each other.",Property
"Activity (B):
(i) Rub a refill and place it gently in a glass tumbler. Bring an inflated charged balloon (balloon rubbed with a woollen cloth) near the refill.
(ii) Observation:
The charged balloon attracts a charged refill.
(iii) Conclusion:
The charges of different kind attract each other.
",Property
"
From above we can say:
(i) There are two types of charge: positive and negative.
(ii) Same charges repel each other and different charges attract each other.","Types, Property"
"Transfer of Charge and Earthing:
Electroscope:
(i) We take an empty jam bottle and a piece of cardboard which is bigger in size than the mouth of the bottle. Make a hole in cardboard so that we can insert a metal paper clip. Open out paper clip. Now we cut two strips of aluminium foil of dimension 4 cm × 1 cm each. Hang them on the paper clip as shown. We insert the paper clip in the cardboard lid perpendicular.
(ii) We charge a refill by rubbing with polythene and touch it with the end of the paper clip. We observe that they repel each other. Now we touch other charged bodies with the end of the paper clip. The foil strips behave in the same way in all cases.
(iii) The aluminium foil strips receive the same kind charge from the charged refill through the paper clip (metals are good conductors of electricity) and repel each other and they become wide open.
(iv) Such a device can be used to test whether an object is carrying charge or not. This device is known as electroscope.",Definition
"Earthing:
(i) Electrical charge can be transferred from a charged object to another through a metal conductor. When we touch the end of the paper clip gently with hand, we will find that the foil strips of electroscope come back to their original state.
(ii) We repeat charging of foil strips and touching the paper clip. We will find that as we touch the paper clip with hand the foil strips, will meet each other. The reason is that the foil strips lose charge to the earth through your body and foil strip become discharge.",Reasoning
"The process of transferring of charge from a charged object to the earth is called earthing.
Earthing is provided in buildings to protect us from electrical shocks due to any leakage of electrical current.","Definition, Examples"
"Lightning:
(i) Lightning is bright streak of light during a thunderstorm with the sound of thunder. The transfer of charge from clouds to cloud or from cloud to the earth is called lightning. In simple words, lightning is an electric spark which happens on a large scale in the sky by vigorous movement of air currents (upward) and the water droplets (downward).",Definition
"The Story of Lightning:
(i) During forming of a thunderstorm, the air currents move upward and water droplets move downward. Due to these vigorous movements results in separation of charges in the clouds.
(ii) From these generated charges, the positive charges accumulate at near the upper edges of the clouds and the negative charges accumulate at near the lower edges of the clouds. Scientists are yet to understand the exact reason for this. There is accumulation of positive charges near the ground also.
(iii) When accumulation of charges become very heavy, air which is very bad conductor of electricity under normal environment, is no longer able to resist their flow. In the result, the electric charges transfer to the ground and produce streaks of bright light and sound across the sky. The process is called an electric discharge.",Effects
"Dangers of Lightning:
Lightning can damage houses, buildings and trees. It can also kill human life, property and animals.",Effects
"Lightning Safety:
(i) During lightning and thunderstorm no open place is safe. A house or a building is a safe place.
(ii) First sound of thunder is an alert to rush to a safer place. After hearing the last thunder, we should wait for some time before coming out of the safe place. ",Reasoning
"Do’s and Don’ts during a Thunderstorm
1. Outside the Home:
(i) Open vehicles, like motorbikes, tractors, construction machinery and open cars are not safe during the lighting.
(ii) In open fields, tall trees, shelters in parks, elevated places do not protect us from lightning strokes. We should take shelter under shorter trees.
(iii) Carrying umbrella (with metallic handle) is not a good idea at all during thunderstorms.
(iv) Stay away from poles or other metal objects.
(v) In open area, if you do not find place to hide. Do not lie on the ground. Instead, Place your hands on your knees with your head between the hands. This position will make you the smallest target to be struck.
2. Inside the House:
(i) Lightning can strike telephone cords, electrical wires and metal pipes. During a thunderstorm contact with these should be avoided.
(ii) Bathing should be avoided during thunderstorms to avoid contact with running water.
(iii) Electrical appliances like computers, TVs, etc., should be unplugged. Electrical lights can remain on. They do not cause any harm.",Reasoning
"Lightning Conductor:
(i) This is a device which protects a building from lightning damage. It is composed of a vertical metallic rod which is taller than the building, is installed in the walls of the building. The base of the metallic rod is attached to thick metallic wire; which goes very deep inside the earth.
(ii) When lightning strikes, electric charge goes to the lightning conductor and then it goes to earth. The vertical metallic rod provides easy route for the transfer of electric charge to the ground.","Definition, Property"
"Earthquakes:
(i) Sudden shaking or trembling of the earth, which lasts for a very short period, is called earthquake.
(ii) It is caused by a disturbance deep inside the earth’s crust. ","Definition, Causes"
"Causes of Earthquake:
(i) The tremors are caused by the disturbance deep down inside the uppermost layer of the earth called the crust.
(ii) The earth’s crust is made up of several pieces of landmass. These are called tectonic plates. These plates are in continual motion. When they brush past one another or a plate goes under another due to collision. They cause vibrations in the earth’s crust. These vibrations that shows us as an earthquake on the surface of the earth. 
 (iii)The boundaries of the tectonic plates, earthquakes are more likely to occur. These boundaries or weak zones are called seismic zones or fault zones. In India; Kashmir, western and central Himalayas, the whole of the north-east, Runn of Kutch, Rajasthan and Indo-Gangetic Plain are at high risk of getting vibrations by an earthquake. Some areas of South India also fall in the danger zone and under the seismic zone.

",Causes
"Seismograph:
(i) Seismograph is a device which records the seismic waves produced by tremors. It is composed of an oscillator (a vibrating rod, or a pendulum), writing device and a roll of paper. The writing device is attached to the oscillator.
(ii) In case of an earthquake, the oscillator begins to vibrate. This creates vibrations in the writing device and start plotting wave-like patterns on the paper. The wave-like pattern is then analysed by scientists to construct a complete map of the earthquake.",Definition
"Richter Scale:
(i) The power of an earthquake is expressed in terms of a magnitude on a scale called Richter scale.
(ii) The Richter Scale was developed in 1935 by Charles Richter and Beno Gutenberg of California Institute of Technology.
(iii) This shows the intensity of an earthquake. The intensity of an earthquake is measured on a logarithmic scale of zero to 10.
(iv) Richter scale is not linear. On the Richter scale, an increase of 2 in magnitude means 1000 times more destructive energy. Example: an earthquake of magnitude 6 has thousand times more destructive energy than an earthquake of magnitude 4.","Definition, Property"
"Damages Due to Earthquake:
(i) Earthquake can cause immense damage to buildings, bridges, dams and people.
(ii) The earthquakes can cause floods, landslides and tsunamis.",Effects
"Protection Against Earthquake:
Some of the preventive measures are as follows for avoid or minimize the damage due to earthquake:
(i) The buildings should be designed so that they can withstand major tremors. Consult qualified architects and structural engineers for making quake proof buildings.
(ii) The use of mud or timber is better than the heavy construction materials for making the buildings in earthquake prone areas.
(iii) Cupboards and shelves should be fixed to the walls so that they do not fall on someone during an earthquake easily.
(iv) People should be careful where you hang wall clocks, photo-frames, water heaters etc., so that during an earthquake, they do not fall on people.",Reasoning
"During the earthquake, take the following steps to protect yourself:
1. At home:
(i) During earthquake, we should hide under a table. If you are in bed, then keep a pillow over your head and do not move out of the bed.
(ii) We should stay away from tall and heavy objects that may fall on you due to tremors.

2. At outdoors:
(i) In an open area, we should try to move away from buildings and trees and overhead power lines and other structures.
(ii) If you are in a car or a bus, do not come out. Ask the driver to drive slowly to a clear spot. Do not come out till the tremors stop.",Reasoning
Paragraph ,Ans Types
"We have heard a lightning many times, isn't it? Have you ever wondered how and why it occurs?  Is it dangerous? In this chapter we will discuss two naturally occurring phenomena - Lightning and Earthquake and its characteristics.","Examples, Causes, Effects"
"Lightning is caused due to static charges. So, before we understand lightning, let us understand about electric charges.",Reasoning
Electric changes at rest(without motion) is referred to as Static Electricity.,Definition
There are 2 types of static charges : Positive (+) and  Negative (-),Types
Static charges are produced by the friction between two interacting bodies (See examples below),Property
Static electric charges exert a force on each other. This force could be attractive or repulsive depending on the charge,Property
Two like charges repel each other. ,Property
"Unlike charges attract each other
",Property
"Experiment 1: Comb and Pieces of Paper
Experiment

Rub your hair with a comb.
Place it near small pieces of paper.
Observation

The pieces of paper are attracted towards the comb.
Analysis

Earlier, the comb and the pieces of paper were neutral
When we rubbed the comb on our hair, the electrons were transfered from hair to the comb. Now the comb is charged negatively.
When the comb is brought near the pieces of paper, the electric field of the comb influences the paper and it gets polarised ie the positive charges move near the comb and the negative charges on the other side of the comb. And hence they attract each other.
Conclusions

Static charges are produced by the friction between two interacting bodies
They exert a force on each other - Unlike charges attract each other


",Examples
"Experiment 2: Glass Rod and Straw
Experiment

Rub a glass rod with a piece of silk cloth.
Place it near a plastic straw.
Observation

The straw is attracted towards the glass rod.
Analysis

Earlier, the glass rod and the straw were
When we rubbed the glass rod on a piece of silk cloth, the positive charges were transferred from silk to the glass rod. Now the rod is charged positively.
When the rod is brought near the pieces of straw, the electric field of the rod influences the straw and it gets polarized ie the negative charges move near the rod and the positive charges on the other side of the rod. And hence they attract each other.
Conclusions

Static charges are produced by the friction between two interacting bodies
The charges exert a force on each other - Unlike charges attract each other",Examples
"Experiment 3 : Two Glass Rods
Experiment

Rub 2 glass rod with a piece of silk cloth
Bring the two glass rods closer
Observation

They repel each other.
Analysis

Earlier, the glass rods were
When we rubbed the glass rods on a piece of silk cloth, the positive charges were transferred from silk to the glass rods. Now the rods are charged positively.
When 2 such glass rods are brought closer, they repel each other.
Conclusions

Static charges are produced by the friction between two interacting bodies
",Examples
"Electroscope
It is an instrument used to detect electric charges.A simple electroscope can be constructed as follows.",Property
"Take a glass container.
Insert a metal wire inside it.
To the ends of the wire, which are inside the jar, attach 2 metal plates(say aluminium plates).
The other end is outside the glass container is connected or brought in contact with charged body.
",Examples
"The electroscope detects charge in the following way:

A charged object is brought in contact with the open end of the wire .
The charges are transferred via the wire which is a good conductor of electricity.
The aluminium plates also get charged and since they are similarly charged, they repel and move away from each other.
This confirms the presence of charge on the body.",Property
"Grounding & Discharging

If the charged body was brought close to the electroscope and then, we simultaneously touch the metal plates with your hand, then this would cause the charges to flow through your body ( your body is a good condutor of electricity) to the ground. This is called grounding. The plates no longer repel because their charges are 'discharged' to the ground because of grounding.","Reasoning, Property"
"Lightning
Now that we have studied about charges and its properties, let us look at lightning. We can see that lightning is also caused due to static electricity.",Causes
"During a rain, the air currents move upwards and water droplets (in the form of rain) move downwards.
In this process, the charges also gets separated ie the positive charges accumulate near the upper layers of the clouds and the negative charges accumulate near the lower layers.
On the ground, positive charges accumulate.
The magnitude of these charges grow larger and larger with time and intense rainfall.
Under such circumstances, air (which normally is a poor conductor of electricity), loses its resistance to electricity and begins to conduct.
When the air begins to conduct, the positive charges on the ground, meets the negative charges on the cloud and streaks of light is produced. This light an electric discharge and we see and call this as Lightning.
The process of electric discharge can occur between clouds and earth surface or even between 2 clouds because ultimately we are looking at an interaction between + and - charges.","Causes, Reasoning"
"Do's during lightning

Rush to a safe place. Generally, a lightning is preceded by thunder which serves as an alert to hide in closed buildings.
A house or a building or a car with closed windows and doors is a safe place to take shelter during a lightning.
If you don't find a place to hide, just squat on the ground or hide under shorter trees.",Effects
"Don'ts during lightning

During a lightning, no open place is safe because for obvious reasons as explained above. There could be current discharge right over your head or body. You could be the medium of conduction for the charges. So avoid open fields & open terraces.
Open vehicles like a motorbike, scooter and also open cars is
Never stand under tall trees and tall buildings.
Don't carry umbrellas
Don't lie down on the ground
Avoid bathing during thunderstorms to avoid contact running water which can conduct electric charges.
Avoid contact with metal wires, telephone cords, electrical wires since these can conduct the charges.","Effects, Reasoning"
"It is a device used in building during construction to protect the buildings from the effect of lightning.
A metallic rod is erected along the walls of the building during construction such that the tip is protruding outwards at the top of the building.
The top end is in air and is not in touch with any metallic surface.
The other end is buried in the ground.
When a lightning strikes, this provides a direct path for the charges to discharge to the ground, thereby not affecting anybody.",Property
An earthquake is a sudden shaking or tremors on the surface of earth lasting for a very short time but causing major devastation to human life and property,Definition
"Although, the surface of the earth tends to shake mildly frequently, earthquakes of large magnitude which cause devastation are quite rare.",Property
"Causes of an earthquake

The surface of the earth is not one smooth piece. It is fragmented into pieces called Plates which are always in motion. When one plates rubs or slides over another it causes an earthquake.",Causes
"Measurement of Earthquake

A device called Seismograph is used to record seismic waves produced during earthquakes on the surface of the earth. The purpose is to measure the motion or movement of ground during an earthquake",Definition
"Seismograph are generally connect to bedrocks which are considered comparatively more stable to earthquakes than buildings, other concrete structures, trees etc
In order to ensure that the seismograph itself is stable and does not shake we tie a heavy weight (like a pendulum shown here) to the seismograph body.
When the ground shakes, the pendulum shakes and the pen begins to write on the paper on the rolling drum. As the drum rotates, the pen continues to write like a waveform
Then the waveform which similar to what is shown in the figure is analysed to determine the magnitude of earthquake
",Reasoning
"The power of an earthquake is expressed in terms of a magnitude on a scale called Richter scale.
",Definition
Destructive earthquakes generally have a magnitude of greater than 7 or 7.5. Earthquakes of magnitude 5-7 are moderate and below 5 are small or negligible.,Examples
"Protection against earthquakes

In seismic areas, houses have to built such that they are 'Quake Safe'. Special care has to be taken for this purpose.
During earthquakes, there are changes that fire might erupt and worsen the condition. So, building need to take precautionary fire fighting measures.
Mud/Timber is lighter and it is preferred over heavy construction material.
Roofs need to be as light as possible to minimise the damage in case of a fall.
While designing interiors, we should take care that cupboards are fixed to the wall so that they don't fall easily.
Similarly, hang photo frames, clocks and other design articles on the wall such that they don't fall on people
Don't stand under heavy and tall objects, buildings, power lines, trees etc. If you are driving, please move towards open spaces
If you are at home, take protection under a table.
If you are in bed, cover your head with a pillow. In seismic areas, beds should not be near heavy objects.
Beware of falling objects and protect your head with a bag/coat or pillow.
Don't use elevators.","Effects, Reasoning"
"Seismic regions

The earthquake prone regions are called as seismic or fault zones. Some of seismic regions are Kashmir, Bhuj, Western and Central Himalayas, most of the regions in North-East, Rann of Kutch, Rajasthan, Nepal etc","Definition, Examples"
"Recent earthquakes

2015 Nepal (Magnitude-8.8) and some parts of North Eastern India.
2014 China (Magnitude - 6.2)
2013 Pakistan (Magnitude-7.7)
2012 Philippines(Magnitude-8.6)
2010 Haiti (Magnitude-8.8)
2005 India (Magnitude-8.6)",Examples
