Paragraph,Labels
"Conservation of Momentum As per the law of conservation of momentum, the sum of momenta of two objects before the collision and after collision remains the same given that no external unbalanced force acts upon them. In another way, collision conserves the total momentum of two objects.",Definition
"Force. It is the force that enables us to do any work. To do anything, either we pull or push the object. Therefore, pull or push is called force.",Definition 
"Example: to open a door, either we push or pull it. A drawer is pulled to open and pushed to close.",Examples
"Force can make a stationary body in motion. For example a football can be set to move by kicking it, i.e. by applying a force.","Effects, Examples"
"Force can stop a moving body: For example by applying brakes, a running cycle or a running vehicle can be stopped.","Effects, Examples"
"Force can change the direction of a moving object. For example; By applying force, i.e. by moving handle the direction of a running bicycle can be changed. Similarly by moving steering the direction of a running vehicle is changed.","Effects, Examples"
"Force can change the speed of a moving body: By accelerating, the speed of a running vehicle can be increased or by applying brakes the speed of a running vehicle can be decreased.","Effects, Examples"
"Force can change the shape and size of an object. For example: By hammering, a block of metal can be turned into a thin sheet. By hammering a stone can be broken into pieces.","Effects, Examples"
"Balanced Forces. If the resultant of applied forces is equal to zero, it is called balanced forces.",Definition 
"Example: In the tug of war if both the teams apply similar magnitude of forces in oppoisite directions, rope does not move in either side. This happens becasue of balanced forces in which resultant of applied forces become zero.","Examples, Reasoning"
Balanced forces do not cause any change of state of an object. Balanced forces are equal in magnitude and opposite in direction.,Effects 
"Balanced forces can change the shape and size of an object. For example - When forces are applied from both sides over a balloon, the size and shape of balloon is changed.","Effects, Examples"
Unbalanced Forces.If the resultant of applied forces are greater than zero the forces are called unbalanced forces. An object in rest can be moved because of applying balanced forces.,Definition 
Unbalanced forces can do the following: Move a stationary object. Increase the speed of a moving object. Decrease the speed of a moving object. Stop a moving object. Change the shape and size of an object.,Effects
"Galileo Galilei: Galileo first of all said that object move with a constant speed when no forces act on them. This means if an object is moving on a frictionless path and no other force is acting upon it, the object would be moving forever. That is there is no unbalanced force working on the object.",Reasoning
"But practically it is not possible for any object. Because to attain the condition of zero unbalanced force is impossible. Force of friction, force air and many other forces always acting upon an object.",Reasoning
Newton studied the ideas of Galileo and gave the three laws of motion. These laws are known as Newton’s Laws of Motion.,Definition 
"Newton's First Law of Motion: Any object remains in the state of rest or in uniform motion along a straight line, until it is compelled to change the state by applying external force.",Definition 
Newton's Second Law of Motion: The rate of change of momentum is directly proportional to the force applied in the direction of force.,Definition 
Newton's Third Law of Motion: There is an equal and opposite reaction for every action.,Definition 
"Newton’s First Law of Motion: Explanation: If any object is in the state of rest, then it will remain in rest untill a exernal force is applied to change its state. Similarly an object will remain in motion untill any exeternal force is applied over it to change its state. This means all objects resist to in changing their state. The state of any object can be changed by applying external forces only.",Reasoning
"A person standing in a bus falls backward when bus is start moving suddenly. This happens because the person and bus both are in rest while bus is not moving, but as the bus starts moving the legs of the person start moving along with bus but rest portion of his body has tendency to remain in rest. Because of this person falls backward; if he is not alert.","Reasoning, Examples"
"A person standing in a moving bus falls forward if driver applies brakes suddenly. This happens because when bus is moving, the person standing in it is also in motion along with bus. But when driver applies brakes the speed of bus decreases suddenly or bus comes in the state of rest suddenly, in this condition the legs of the person which are in the contact with bus come in rest while the rest parts of his body have tendency to remain in motion. Because of this person falls forward if he is not alert.","Reasoning, Examples"
"Before hanging the wet clothes over laundry line, usually many jerks are given to the cloths to get them dried quickly. Because of jerks droplets of water from the pores of the cloth falls on the ground and reduced amount of water in clothes dried them quickly. This happens because, when suddenly cloth are made in motion by giving jerks, the water droplets in it have tendency to remain in rest and they are separated from cloths and fall on the ground.","Reasoning, Examples"
"When the pile of coin on the carom-board hit by a striker; coin only at the bottom moves away leaving rest of the pile of coin at same place. This happens because when the pile is struck with a striker, the coin at the bottom comes in motion while rest of the coin in the pile has tendency to remain in the rest and they vertically falls the carom board and remain at same place.","Reasoning, Examples"
"Seat belts are used in car and other vehicles, to prevent the passengers being thrown in the condition of sudden braking or other emergency. In the condition of sudden braking of the vehicles or any other emergency such as accident, the speed of vehicle would decrease or vehicle may stop suddenly, in that condition passengers may be thrown in the direction of the motion of vehicle because of the tendency to remain in the state of motion.","Reasoning, Examples"
"The head of hammer is tightened on a wooden handle by banging the handle against a hard surface. When handle of the hammer is struck against a surface, handle comes in rest while hammer over it's head has tendency to remain in motion and thus after some jerks it tightens over the handle.","Reasoning, Examples"
Mass and Inertia:The property of an object because of which it resists to get disturbed its state is called Inertia. Inertia of an object is measured by its mass. Inertia is directly proportional to the mass. This means inertia increases with increase in mass and decreases with decrease in mass. A heavy object will have more inertia than lighter one.,"Definition, Reasoning"
"In other words, the natural tendecny of an object that resists the change in state of motion or rest of the boject is called intertia.",Definition 
"Since a heavy object has more intertia, thus it is difficult to push or pull a heavy box over the ground than lighter one.",Reasoning
"MOMENTUM Momentum is the power of motion of an object. The product of velocity and mass is called the momentum. Momentum is denoted by ‘p’. Therefore, momentum of the object = Mass x Velocity. Or, p = m x v Where, p = momentum, m = mass of the object and v = velocity of the object.",Definition
"A person gets injured in the case of getting hit by a moving object, such as stone, pebbles or anything because of momentum of the object.","Reasoning, Examples"
Even a small bullet is able to kill a person when it is fired from a gun becasue of its momentum due to great velocity.,"Reasoning, Examples"
"A person gets injured severely when hit by a moving vehicles, becasue of momentum of vehicle due to mass and velocity.","Reasoning, Examples"
"Since, momentum is the product of mass and velocity (p = m x v) of an object. This means momentum is directly proportional to mass and velocity.Momentum increases with increase of either mass or velocity of an object.","Formula, Reasoning, Definition "
"This means if a lighter and a heavier object is moving with same velocity, then heavier object will have more momentum than lighter one.",Reasoning
"If a small object is moving with great velocity, it has tremendous momentum. And because of momentum, it can harm an object more severely. For example a small bullet having a little mass even kills a person when it is fired from a gun.","Reasoning, Examples"
"Usually, road accidents prove more fatal because of high speed than at slower speed. This happens because vehicles running with high speed have greater momentum compare to a vehicle running with slower speed.","Reasoning, Examples"
"Let an object with mass 'm' is in the rest. Since, object is in rest, therefore, it's velocity, v = 0. Now, we know that, Momentum = mass x velocity .Or, p = m x 0 = 0.Thus, the momentum of an object in the rest, i.e. non-moving,is equal to zero.","Examples, Reasoning"
"Unit of momentum: The SI unit of mass = kg.The SI unit of velocity = meter per second i.e. m/s. We know that, momentum (p) = m x v.Therefore, p = kg x m/s. Or, p = kg m/s.Therefore, SI unit of momentum = kg m/s",Formula
A rubber ball and a cricket ball are moving at the same speed. Which of them is going to hurt more if you are hit by either of them?,"Reasoning, Examples"
You have to make a choice while driving on the road. You observe a road roller and a bicycle heading towards you. Which of these you will prefer to collide with head on? Why?,Examples
"If all the planets in the Solar System are moving at the same speed, then which planet is going to have the greatest momentum? Why?",Examples
Newton's second Law of Motion states that The rate of change of momentum is directly proportional to the force applied in the direction of force.,Examples
"For example; when acceleration is applied on a moving vehicle, the momentum of the vehicle increases and the increase is in the direction of motion because the force is being applied in the direction of motion. On the other hand, when brake is applied on the moving vehicle, the momentum of the vehicle decreases and the decrease is in the opposite direction of motion because the force is being applied in the opposite direction of motion.","Reasoning, Examples"
"Let mass of an moving object = m. Let the velocity of the object changes from 
'u'; to 'v' in the interval of time 't'.This means, Initial velocity of the object = u. Final velocity of the object = v. We know that momentum (p) = Mass x velocityTherefore, Momentum (p) of the object at its initial velocity u = m × u = mu Momentum (p) of the object at its final velocity v = m × v = mv .The change in momentum = mv −mu Rate of change of momentum = mv − mu t -----(i",Formula
"According to the Newton’s Second Law of motion force is directly proportional to the rate of change of momentum.This means, Force ∝ Rate of change of moentumAfter substituting the value of rate of change of momentum from equation (i) we get.Force (F)  ∝ mv − mu t⇒ F ∝ m(v − u) t ⇒ F ∝ mv − u t ⇒ F ∝ ma [∵ acceleration (a) = v − u t] [Since, acceleration is the rate of change in velocity] ⇒ F = k⋅m⋅a ----(ii) Where k is the proportionality constant ∵ 1 unit force is defined as the mass of 1kg object produces the acceleration of 1m/s2 ∴ 1 unit of force = k × 1 kg × 1m /s 2 ∴ by putting the value of  k =1 in equation (ii) F = m⋅a ----(iii)⇒ Force = mass x acceleration.Thus Newton’s Second Law of Motion gives the relation between force, mass and acceleration of an object.According to the relation obtained above, Newton’s Second Law can be modified as follows:The product of mass and acceleration is the force acting on the object.",Formula
"The SI unit of Force: Newton (N). Since Force = Mass x AccelerationThe unit of mass = kg and The unit of acceleration = m/s2If force, mass and acceleration is taken as 1 unit.Therefore,1 Newton (N) = 1kg x 1m/s2. Thus, Newton (N) = kg m/s2 Equation (v) can be also written as ⇒ a = F m This equation is the form of Newton’s Second Law of Motion. According to this equation, Newton’s Second Law of Motion can also be stated as follow:The acceleration produced by a moving body is directly proportional to the force applied over it and inversely proportional to the mass of the object.",Formula
Acceleration increases with increase in force and vice versa.Acceleration decreases with increase in mass and vice versa.That’s why a small vehicle requires less force to attain more acceleration while a heavy vehicle requires more force to get the same acceleration.,Reasoning
" A fielder pulls his hand backward; while catching a cricket ball coming with a great speed, to reduce the momentum of the ball with a little delay. According to Newton’s Second Law of Motion; rate of change of momentum is directly proportional to the force applied in the direction.While catching a cricket ball the momentum of ball is reduced to zero when it is stopped after coming in the hands of fielder. If the ball is stopped suddenly, its momentum will be reduced to zero instantly. The rate of change in momentum is very quick and as a result, the player’s hand may get injured. Therefore, by pulling the hand backward a fielder gives more time to the change of momentum to become zero. This prevents the hands of fielder from getting hurt.","Reasoning, Examples"
"For athletes of long and high jump sand bed or cushioned bed is provided to allow a delayed change of momentum to zero because of jumping of athlete.When an athlete falls on the ground after performing a high or long jump, the momentum because of the velocity and mass of the athlete is reduced to zero. If the momentum of an athlete will be reduced to zero instantly, the force because of momentum may hurt the player. By providing a cushioned bed, the reduction of the momentum of the athlete to zero is delayed. This prevents the athlete from getting hurt.(c) Seat belts in car - Seat belts in the vehicles prevent the passenger from getting thrown in the direction of motion. In case of emergency, such as accidents or sudden braking, passengers may be thrown in the direction of motion of vehicle and may get fatal injuries. The stretchable seat belts increase the time of the rate of momentum to be reduced to zero. The delayed reduction of momentum to zero prevents passengers from such fatal injury.","Reasoning, Examples"
"Newton's Third Law of Motion Newton’s Third Law of Motion states that there is always reaction for every action in opposite direction and of equal magnitude.Explanation: Whenever a force is applied over a body, that body also applies same force of equal magnitude and in opposite direction.","Definition, Reasoning"
"Walking of a person - A person is able to walk because of the Newton’s Third Law of Motion. During walking, a person pushes the ground in backward direction and in the reaction the ground also pushes the person with equal magnitude of force but in opposite direction. This enables him to move in forward direction against the push.","Reasoning, Examples"
"Recoil of gun - When bullet is fired from a gun, the bullet also pushes the gun in opposite direction, with equal magnitude of force. This results in gunman feeling a backward push from the butt of gun.","Reasoning, Examples"
"Propulsion of a boat in forward direction – Sailor pushes water with oar in backward direction; resulting water pushing the oar in forward direction. Consequently, the boat is pushed in forward direction. Force applied by oar and water are of equal magnitude but in opposite directions.","Reasoning, Examples"
"Law of Conservation of Momentum: The sum of momenta of two objects remains same even after collision.In other words, the sum of momenta of two objects before collision and sum of momenta of two objects after collision are equal.",Definition
"Mathematical Formulation of Conservation of Momentum:Suppose that, two objects A and B are moving along a straight line in same direction and the velocity of A is greater than the velocity of B.Let the initial velocity of A=u1Let the initial velocity of B= u2Let the mass of A= m1Let the mass of B=m2Let both the objects collide after some time and collision lasts for ' t' second.Let the velocity of A after collision= v1Let the velocity of B after collision= v2",Formula
"We know that, Momentum = Mass x VelocityTherefore, Momentum of  A ( FA) before collision  =m1 ×u1 Momentum of B (FB) before collision = m2 × u2 Momentum of A after collision = m1 × v1 Momentum of B after collision = m2 × v2 Now, we know that Rate of change of momentum = Mass x rate of change in velocity = mass x Change in velocity/time Therefore, rate of change of momentum of A during collision, FAB= m1(v1−u1t) Similarly the rate of change of momentum of B during collision, FBA = m2(v2 − u2t)",Formula
"Since, according to the Newton's Third Law of Motion, action of the object A (force exerted by A) will be equal to reaction of the object B(force exerted by B). But the force exerted in the course of action and reaction is in opposite direction.","Formula, Reasoning"
"Therefore, F AB= − FBA ⇒ m1(v1− u1t) = − m2(v2− u2t) ⇒ m1(v1−u1)= − m2(v2 − u2) ⇒ m1v1 − m1u1 = −m2v2+ m2u2 ⇒ m1v1+ m2v2= m1u1+ m2u2 ⇒ m1u1+ m2u2 = m1v1+ m2v2---(i)",Formula
"Above equation says that total momentum of object A and B before collision is equal to the total momentum of object A and B after collision. This means there is no loss of momentum, i.e. momentum is conserved. This situation is considered assuming there is no external force acting upon the object.This is the Law of Conservation of Momentum, which states that in a closed system the total momentum is constant.In the condition of collision, the velocity of the object which is moving faster is decreased and the velocity of the object which is moving slower is increased after collision. The magnitude of loss of momentum of faster object is equal to the magnitude of gain of momentum by slower object after collision.",Definition
"Bullet and Gun – When bullet is fired from a gun, gun recoils in the opposite direction of bullet. The momentum of bullet is equal to momentum of gun. Since, the bullet is has very small mass compared to the gun, hence velocity of bullet is very high compared to the recoil of gun. In the case of firing of bullet, law of conservation of momentum is applied as usual.","Reasoning, Examples"
"In the collision of atoms, the conservation of momentum is applied.",Examples
"In the game of snooker, when a ball is hit by stick, the conservation of momentum is applied.",Examples
"When the mouth of an inflated balloon is let open, it starts flying, because of conservation of momentum.",Examples
"When a cricket ball is hit by bat, the Law of Conservation of Momentum is applied.",Examples
"When the coins of carom board are hit by striker, the Law of Conservation of Momentum is applied.",Examples
Newton’s cradle is one of the best examples of conservation of momentum.,Examples
"Sir Isaac Newton was an English mathematician, astronomer and physicist who gave three laws which proved to be fundamental laws for describing the motion of a body. These are generally known as Newton’s laws of motion. We will discuss each law of motion one by one in detail.",Definition
"Newton’s first law of motion states that “A body at rest or uniform motion will continue to be at rest or uniform motion until and unless a net external force acts on it”. Suppose a block is kept on the floor, it will remain at rest until we apply some external force to it. Also, we know that it takes us more effort or force to move a heavy mass. This is directly related to a property known as Inertia. This law is also known as the law of inertia.",Definition
"The first law has already given us a qualitative definition of force. Now we are interested in finding out its magnitude. According to Newton’s second law of motion, the net force experienced by a body is directly proportional to the rate of change of momentum of the body. It can be written as:",Definition
"f = kma. Where k is the constant of proportionality and it comes out to be 1 when the values are taken in SI unit. Hence the final expression will be,",Formula
"According to Newton’s third law of motion, for every action, there is an equal and opposite reaction. Forces are always found in pairs. For instance, when you sit on a chair, your body exerts a force downward and that chair needs to exert an equal force upward or else the chair will collapse.",Definition
The distance covered by an object in unit time is defined as speed.,Definition
speed = total distance covered / total time taken,Formula
"Our ancestors used the repetitive nature of natural occurrences to predict time like sunrise and sunset, new moon to full moon.",Definition
Time taken by the pendulum to complete one oscillation is known as time period.,Definition 
Suppose a person is running on a track. We can calculate the time taken by the man to run on the track in terms of number of oscillations of the pendulum.,Examples
For e.g.a person ran 400 Metres in 5 oscillations of simple pendulum.,Examples
The basic unit of time is second and is denoted by s.,Property
The basic unit of Distance is metre and is denoted by m.,Property
"As , basic unit of speed is metre/second or m/s.",Property
1000 Metre = 1 Kilometer (Km),Property
Speedometer – Measures Speed,Property
Odometer – Measures Distance,Property
"Conservation of linear momentum is based on newton’s second law of motion which states that in an isolated system the total momentum remains the same. Let’s consider the following example,",Definition 
"Let’s consider a case where a football of mass M2 is resting on the ground, a bowling ball with a comparatively heavier mass of M1 is thrown at the football at a velocity of U1.",Reasoning
"When the bowling ball hits the football the energy is transferred and the bowling ball loses some velocity and moves at a new velocity V1, the football moves at velocity V2, why did the football move?",Reasoning
"To conserve linear momentum, i.e. the bowling ball had an initial momentum of M1 so as M2<M1 and the momentum of football should be equal to the momentum lost by the bowling ball according to the law of conservation of momentum, the football had no other option than moving at a velocity V2.",Reasoning
"Even though the momentum of each particle changes, altogether the momentum of the system remains constant as long as there is no external force acting on it. In a head to head car accident the momentum is transferred from one car to the other, but so much force is applied that the car structure cannot handle it, this is why a car wrecks. If the cars were able to deal with the amount of force, and the collision was elastic they both will move in opposite directions, considering their weights are same.",Reasoning 
"In short momentum is always conserved in any collision, whether it be an elastic or a non-elastic collision, though kinetic energy is not conserved in a non-elastic collision, the kinetic energy is converted into heat energy or potential energy etc.",Reasoning 
"Consider this example of a balloon, the particles of gas move rapidly colliding with each other and the walls of the balloon, even though the particles themselves move faster and slower when they loose or gain momentum when they collide, the total momentum of the system remains the same. Hence, the balloon doesn’t change in size, if we add external energy by heating it, the balloon should expand because it increases the velocity of the particles and this increases their momentum in turn increasing the force exerted by them on the walls of the balloon.","Examples, Reasoning "
"Having said so the energy of a system is always conserved, one of the best applications of the law of conservation of momentum would be in space travel, there is no medium in space to exert a force on, then how do rockets travel? Well, they eject matter at very high speed so in an isolated system the momentum should remain constant therefore the rocket will move in the opposite direction with the same momentum as that of the exhaust.","Reasoning, Examples"
